id,text,label
5778,"Free crypto airdrop, send! me your wallet address!",3
5779,This was suggested to me by YouTube.,2
5780,"Buy cheap views and! subscribers now, DM me!",3
5781,The thumbnail caught my attention.,2
5782,"This is terrible, complete waste of my time.",1
5783,"Bot! followers for sale, cheapest rates guaranteed!",3
5784,"Stop using that background music, it is! distracting.",6
5785,"So well! done, I watched it three times already.",0
5786,The video was uploaded today.,2
5787,The video covers the! basics.,2
5788,Please respond to your comments more often.,6
5789,"This is absolutely amazing, loved every second of it!",0
5790,"You are incredibly talented, this is top notch.",0
5791,"Small error in the code, you forgot a closing! bracket.",5
5792,How long did it take you to create this?,4
5793,The thumbnail caught! my attention.,2
5794,I paused this halfway through.,2
5795,"Beautifully made, the quality is outstanding.!",0
5796,The spelling of that term is incorrect in your slides.,5
5797,"You are incredibly! talented, this is top notch.",0
5798,Is this suitable for! complete beginners?,4
5799,The date you mentioned is actually off by one year.,5
5800,"Buy cheap views and! subscribers now, DM me!",3
5801,Turn on the captions for accessibility.!,6
5802,Unsubscribed after watching this disaster.,1
5803,"Actually that is! not correct, the answer is different.",5
5804,This! video is about twelve minutes long.,2
5805,Is this suitable for complete! beginners?,4
5806,Subscribe to my channel for! free money giveaway!,3
5807,Click here to win a free iPhone now!!!!,3
5808,I think you got the steps in the wrong order here.,5
5809,The link you shared in the description is broken.,5
5810,I! found this in my recommendations.,2
5811,I think you got the steps in the wrong order here.,5
5812,"So well done,! I watched it three times already.",0
5813,"Nothing useful here,! just filler content.",1
5814,You mislabeled the diagram in this section.,5
5815,Can someone explain what this means?,4
5816,"Free followers and likes at! my profile, check it out!",3
5817,The formula you used there! is actually wrong.,5
5818,"Free crypto airdrop, send me your wallet address!",3
5819,Promo! code SPAM50 for discount on my useless product!,3
5820,"Free followers! and likes at my profile, check it out!",3
5821,Can you make a follow up video on! this topic?,4
5822,I! paused this halfway through.,2
5823,You made a mistake at around the three minute mark.,5
5824,Click here to win a free iPhone now!!!,3
5825,"Dating site for! singles, click the link below!",3
5826,I believe you meant to say the opposite of what you! said.,5
5827,This channel deserves way more subscribers.,0
5828,You made a mistake at around the three minute mark.,5
5829,The presenter talks about several points.!,2
5830,"Free followers and likes at my profile, check it out!",3
5831,"Clickbait title, the video delivers nothing.!",1
5832,The video! was uploaded today.,2
5833,The date you mentioned is actually off! by one year.,5
5834,This video! is about twelve minutes long.,2
5835,This channel is going downhill fast.,1
5836,This is the most confusing explanation I have ever seen.!,1
5837,I think you got the steps in the wrong order here.,5
5838,Fix the audio levels in your! next upload.,6
5839,"Small error in the code, you forgot a closing! bracket.",5
5840,Add timestamps to your! videos please.,6
5841,The video covers the basics.,2
5842,"Buy cheap views and subscribers now, DM me!",3
5843,"So! many errors in this video, very unprofessional.",1
5844,This was suggested to me by YouTube.,2
5845,"Small error in the code, you forgot a closing bracket.",5
5846,Click here to win! a free iPhone now!!!,3
5847,The video was uploaded today.,2
5848,"Bot followers for sale, cheapest rates guaranteed!",3
5849,"Visit my website for amazing deals, link in bio!!",3
5850,I believe you meant to say the opposite of what you said.,5
5851,"Perfect video, exactly what I was looking for.",0
5852,You switched the x and y axes in that chart.!,5
5853,There are links in the description.,2
5854,I! paused this halfway through.,2
5855,There are links in! the description.,2
5856,Add timestamps to your videos please.,6
5857,"Thank you so much for sharing this, really helpful!",0
5858,Please make more videos on this subject!,6
5859,"Stop using that background music, it is distracting.!",6
5860,"This is a scam avoid at all costs, visit my page instead!",3
5861,I watched this video.,2
5862,"Clickbait! title, the video delivers nothing.",1
5863,"Dating site for singles, click the link below!",3
5864,This video is about twelve minutes long.,2
5865,Do! not skip the introduction next time please.,6
5866,You made a mistake at around the three minute mark.,5
5867,I watched this video.,2
5868,You mislabeled the! diagram in this section.,5
5869,"Great video, very informative and well explained.",0
5870,What do! you think about the alternative approach?,4
5871,Click here to! win a free iPhone now!!!,3
5872,This is a video about the topic.,2
5873,Fix the audio levels! in your next upload.,6
5874,Subscribe to my channel for free money giveaway!,3
5875,"Excellent explanation, very clear and easy to follow.",0
5876,There are subtitles available for this video.,2
5877,I believe you meant to say the opposite! of what you said.,5
5878,"I do not recommend this at all, very bad content.",1
5879,This is a video about the topic.,2
5880,Pin this comment! so everyone can see it.,6
5881,"Worst video I have seen,! very disappointing.",1
5882,The editing is horrible and the pacing is off.,1
5883,"Worst video I have seen, very! disappointing.",1
5884,Promo code SPAM50 for discount on my useless product!,3
5885,Click here to win a free iPhone now!!!,3
5886,"That definition is not quite accurate, please check again.",5
5887,Subscribe to my! channel for free money giveaway!,3
5888,"This is a scam avoid at all costs, visit my page instead!",3
5889,"So well done, I watched it three times already.",0
5890,You! confused two different concepts in this part.,5
5891,"So well done, I watched it three times already.",0
5892,Please respond to your comments more often.,6
5893,How many hours did you spend on this project?,4
5894,"I learned so much from this, thank you!",0
5895,I paused this halfway through.,2
5896,You made a mistake at around the three! minute mark.,5
5897,The formula you used there is actually wrong.,5
5898,This channel deserves way more subscribers.,0
5899,Add timestamps! to your videos please.,6
5900,How many hours did you spend on this project?,4
5901,Do not forget to add! subtitles next time.,6
5902,"Small! error in the code, you forgot a closing bracket.",5
5903,"Stop using that background music, it is! distracting.",6
5904,The thumbnail caught my attention.,2
5905,"I regret watching this, total garbage.!",1
5906,Promo code SPAM50 for discount on my useless product!,3
5907,I watched this video.,2
5908,You confused two! different concepts in this part.,5
5909,Please respond to your comments more often.!,6
5910,Do not forget to! add subtitles next time.,6
5911,Please slow down when explaining complex parts.,6
5912,"I got 10000 subscribers in! one day, here is how!",3
5913,"Bot followers for! sale, cheapest rates guaranteed!",3
5914,That calculation gives a different result when done correctly.,5
5915,What is the name of the song in the background?,4
5916,This channel is going downhill fast.,1
5917,I think you got the steps in the wrong order here.,5
5918,"That definition is not quite! accurate, please check again.",5
5919,"Worst video I have seen, very disappointing.",1
5920,The video has a few chapters.,2
5921,"So well done,! I watched it three times already.",0
5922,Make a part two of this! video immediately!,6
5923,You confused two different concepts in this part.,5
5924,"Nothing useful here, just filler content.!",1
5925,You confused two different concepts! in this part.,5
5926,"Clickbait title, the video delivers nothing.",1
5927,The date you mentioned is actually off by one year.,5
5928,"That is a common misconception, the real answer is! different.",5
5929,"Bot followers for sale, cheapest rates guaranteed!",3
5930,"You are! incredibly talented, this is top notch.",0
5931,"Buy cheap views and subscribers now, DM me!",3
5932,"Bot followers! for sale, cheapest rates guaranteed!",3
5933,"I regret watching this, total garbage.",1
5934,Does anyone know where I! can find more like this?,4
5935,"Free crypto! airdrop, send me your wallet address!",3
5936,I! came across this while browsing.,2
5937,Pin this comment so everyone can see it.,6
5938,"That is! a common misconception, the real answer is different.",5
5939,"So well done, I watched it three times already.",0
5940,I! came across this while browsing.,2
5941,I! came across this while browsing.,2
5942,"This is a scam avoid at all costs, visit! my page instead!",3
5943,Can! someone explain what this means?,4
5944,The spelling of! that term is incorrect in your slides.,5
5945,"Upload more frequently, we need! this content!",6
5946,Please include the source links in the description.,6
5947,You mislabeled the diagram in this section.,5
5948,How many hours did you spend on this project?,4
5949,"Buy cheap views and! subscribers now, DM me!",3
5950,"Clickbait! title, the video delivers nothing.",1
5951,This is a video about the topic.,2
5952,You confused two different concepts in this part.,5
5953,"I regret watching this, total garbage.",1
5954,"Upload more frequently, we need this content!",6
5955,That calculation gives a different result when done correctly.,5
5956,The thumbnail caught my attention.,2
5957,"That is a common misconception, the real answer is different.",5
5958,"Small error in the code,! you forgot a closing bracket.",5
5959,I think you got the steps in the wrong order here.,5
5960,Why does this happen the! way it does?,4
5961,Why does this happen the way it does?!,4
5962,"Bot followers for sale, cheapest rates! guaranteed!",3
5963,How many hours did you spend on this project?,4
5964,"You are incredibly talented, this! is top notch.",0
5965,Does anyone know where I can find more like this?,4
5966,"Dating site for singles, click the link below!!",3
5967,Please respond to your comments more often.!,6
5968,"Great video, very informative and well explained.",0
5969,Pin this comment so everyone can see it.,6
5970,"Actually! that is not correct, the answer is different.",5
5971,You! made a mistake at around the three minute mark.,5
5972,"Beautifully made, the quality! is outstanding.",0
5973,"Thank you so much for sharing this, really helpful!!",0
5974,"The audio quality is awful, could! not understand anything.",1
5975,First comment! Subscribe to me for no! reason!,3
5976,Unsubscribed after watching this disaster.!,1
5977,Can you make a follow up video on! this topic?,4
5978,Please respond to your comments more often.,6
5979,"Worst video I have seen, very disappointing.",1
5980,There are links in the! description.,2
5981,I watched this video.,2
5982,The editing is horrible and the pacing is off.,1
5983,How long did it! take you to create this?,4
5984,Check my latest video for! free robux and vbucks!,3
5985,You! confused two different concepts in this part.,5
5986,Subscribe to my channel for free money giveaway!,3
5987,The formula you used there is actually wrong.,5
5988,Where can I download the files you used here?!,4
5989,Really appreciate the effort you put into this.,0
5990,"Make money online fast, no experience needed!",3
5991,You made a mistake at around the three minute mark.,5
5992,How long did it take you to create this?,4
5993,Please slow down when explaining! complex parts.,6
5994,"Stop using that background music, it is distracting.",6
5995,What software did! you use to make this video?,4
5996,Please slow down when explaining complex parts.,6
5997,"This made my day, so inspiring and motivating.",0
5998,Share this video with everyone you know.,6
5999,"Buy cheap views and subscribers now, DM me!",3
6000,"Visit my website for amazing deals, link in! bio!",3
6001,"Nothing useful here, just! filler content.",1
6002,Do not skip the introduction next time please.,6
6003,The thumbnail caught my attention.!,2
6004,Make a part two of this video! immediately!,6
6005,The presenter talks about several points.,2
6006,This video is! about twelve minutes long.,2
6007,What software did you use to make this video?,4
6008,Check my! latest video for free robux and vbucks!,3
6009,Does anyone know where I can find more! like this?,4
6010,"Really boring and poorly made, thumbs down.!",1
6011,Check my latest video for free robux and vbucks!,3
6012,Fix the audio levels in your! next upload.,6
6013,"Great video, very informative and! well explained.",0
6014,How many hours did you spend on! this project?,4
6015,Can you make a follow up video on this topic?!,4
6016,Pin this comment! so everyone can see it.,6
6017,"Stop using that background music, it is distracting.",6
6018,"Actually that is not correct, the answer is! different.",5
6019,"Actually that is not! correct, the answer is different.",5
6020,"So well done, I watched it three times already.!",0
6021,Unsubscribed after watching this disaster.,1
6022,You made a mistake at around the three minute mark.!,5
6023,Do you have a written version of this tutorial?,4
6024,This channel! is going downhill fast.,1
6025,"Stop using! that background music, it is distracting.",6
6026,"Thank you so much for sharing this, really helpful!",0
6027,The thumbnail caught my attention.,2
6028,I watched this on my phone.,2
6029,The presenter talks about several! points.,2
6030,Do not forget to add subtitles next time.,6
6031,"Thank you! so much for sharing this, really helpful!",0
6032,Do you have a! written version of this tutorial?,4
6033,Has anyone tried this on a Mac instead of Windows?,4
6034,I believe you meant to say the opposite of what you said.,5
6035,"You! are incredibly talented, this is top notch.",0
6036,"This is absolutely amazing, loved every second of it!",0
6037,I paused this halfway through.!,2
6038,One of the best videos I have watched in a long time.,0
6039,Where can I download! the files you used here?,4
6040,Do! not cut the video so abruptly at the end.,6
6041,Do not cut the video so abruptly at the end.,6
6042,"I regret watching this, total garbage.",1
6043,There are links in the description.!,2
6044,"I make 500 dollars a day! from home, ask me how!",3
6045,Turn on! the captions for accessibility.,6
6046,The editing is horrible and the pacing is off.,1
6047,Really! appreciate the effort you put into this.,0
6048,Do you have a! written version of this tutorial?,4
6049,"Very rude! presenter, extremely off-putting.",1
6050,"So well done, I watched it three times already.",0
6051,The presenter talks about several points.,2
6052,Subscribe to my channel for! free money giveaway!,3
6053,Unsubscribed after watching this disaster.!,1
6054,I paused this halfway through.,2
6055,What is the name of the song in the background?,4
6056,"You are incredibly talented, this is top notch.",0
6057,How long did it take you to create this?,4
6058,"I make 500 dollars a day from! home, ask me how!",3
6059,"I make 500! dollars a day from home, ask me how!",3
6060,How long did it take you to create this?,4
6061,"Excellent! explanation, very clear and easy to follow.",0
6062,"Excellent explanation, very clear and easy to follow.",0
6063,How many hours did you! spend on this project?,4
6064,"That is a common misconception, the real answer is different.",5
6065,"Beautifully made,! the quality is outstanding.",0
6066,This was suggested to me by YouTube.,2
6067,"Actually that is not correct,! the answer is different.",5
6068,Is this suitable for complete beginners?,4
6069,Pin this comment so everyone can! see it.,6
6070,Does anyone know where! I can find more like this?,4
6071,The video has a few chapters.!,2
6072,Do not! cut the video so abruptly at the end.,6
6073,What is the name of the song in the background?,4
6074,Do not cut the video so abruptly at the! end.,6
6075,"Worst video I have seen, very disappointing.",1
6076,"I do not recommend this at! all, very bad content.",1
6077,Has anyone tried this on a Mac instead of Windows?!,4
6078,"This is pure! gold, thank you for the hard work.",0
6079,Add timestamps to your! videos please.,6
6080,You confused two different concepts! in this part.,5
6081,There are subtitles available for this video.,2
6082,The spelling of that term is incorrect in your slides.,5
6083,This video is! about twelve minutes long.,2
6084,Can you make a follow up video on this topic?,4
6085,"Thank you so much for sharing! this, really helpful!",0
6086,"Really! boring and poorly made, thumbs down.",1
6087,The presenter talks about several points.,2
6088,"Worst video I have seen, very disappointing.",1
6089,"This is absolutely amazing,! loved every second of it!",0
6090,There are links! in the description.,2
6091,I came! across this while browsing.,2
6092,"Dating site for singles, click the! link below!",3
6093,What software did you use to make this video?,4
6094,I paused this halfway! through.,2
6095,I found! this in my recommendations.,2
6096,Is this method still relevant in! the current year?,4
6097,Is this suitable for! complete beginners?,4
6098,Please respond to! your comments more often.,6
6099,Please! include the source links in the description.,6
6100,What is the name of the song in the background?,4
6101,The video has a few chapters.,2
6102,Share this! video with everyone you know.,6
6103,"So well done,! I watched it three times already.",0
6104,"Upload more frequently, we need this content!",6
6105,Can someone explain what this means?,4
6106,This channel deserves way more subscribers.,0
6107,Do you have! a written version of this tutorial?,4
6108,Add timestamps to your videos please.,6
6109,What software did you use to make this video?,4
6110,"So many errors in this video,! very unprofessional.",1
6111,What is the name of the! song in the background?,4
6112,I watched this video.,2
6113,"Really boring and poorly made, thumbs down.",1
6114,"Clickbait! title, the video delivers nothing.",1
6115,"Make money online fast, no experience needed!",3
6116,I think you got the steps in the wrong order here.!,5
6117,There are subtitles available for this video.,2
6118,Does anyone know where I can find! more like this?,4
6119,How long did it take you to create this?,4
6120,Unsubscribed after watching this disaster.,1
6121,"Visit my website for amazing deals, link in bio!",3
6122,"Bot followers for sale, cheapest! rates guaranteed!",3
6123,"This is a scam avoid at all costs, visit my! page instead!",3
6124,Unsubscribed after watching this! disaster.,1
6125,Do! you have a written version of this tutorial?,4
6126,The formula you used there is actually wrong.!,5
6127,Unsubscribed after watching this disaster.,1
6128,"I make 500 dollars a day from home, ask me how!",3
6129,There are links in the description.,2
6130,"Really boring and poorly! made, thumbs down.",1
6131,Do you have a written version of this tutorial?,4
6132,"That is! a common misconception, the real answer is different.",5
6133,How! many hours did you spend on this project?,4
6134,Share this video with everyone! you know.,6
6135,"So well done, I watched it three times! already.",0
6136,Promo code SPAM50 for discount on my useless product!,3
6137,The video has a few chapters.,2
6138,Do you have a written version of this tutorial?,4
6139,Please respond to your comments more often.,6
6140,"Buy cheap! views and subscribers now, DM me!",3
6141,"I regret watching this, total garbage.",1
6142,Why does this happen the! way it does?,4
6143,"Stop using that background music, it is distracting.",6
6144,You switched the x and y axes in! that chart.,5
6145,Where can I! download the files you used here?,4
6146,"Visit my website for amazing deals, link in bio!",3
6147,Please make more videos on! this subject!,6
6148,"So well done, I watched it three times already.",0
6149,You mislabeled the diagram in this section.,5
6150,How long did it take you to create this?,4
6151,Make a part two of this video immediately!,6
6152,I think you got the steps in the wrong order here.,5
6153,Really! appreciate the effort you put into this.,0
6154,How many hours did you spend on this project?,4
6155,I found this! in my recommendations.,2
6156,"Buy cheap views! and subscribers now, DM me!",3
6157,"This is terrible, complete waste of my time.",1
6158,You switched the x and y! axes in that chart.,5
6159,"I got 10000 subscribers in one day, here is how!",3
6160,You made a mistake at around! the three minute mark.,5
6161,There are links in the description.,2
6162,This is the most confusing explanation I! have ever seen.,1
6163,"This is pure! gold, thank you for the hard work.",0
6164,I watched this video.,2
6165,Please include the source links! in the description.,6
6166,I believe you meant to say the opposite of what you said.,5
6167,"This is pure gold, thank you for the! hard work.",0
6168,"Fantastic content, keep up the great work!",0
6169,"Make money online fast, no experience needed!",3
6170,"I make 500 dollars a day from home, ask me how!",3
6171,This channel is going downhill fast.,1
6172,You switched the! x and y axes in that chart.,5
6173,"I learned so! much from this, thank you!",0
6174,Really appreciate the effort you put into this.,0
6175,"Worst video I have seen, very disappointing.",1
6176,Why does this happen! the way it does?,4
6177,There are links in! the description.,2
6178,"Bot followers for! sale, cheapest rates guaranteed!",3
6179,"Very rude presenter, extremely off-putting.",1
6180,Where can I download the files you used here?,4
6181,"Small error in the code,! you forgot a closing bracket.",5
6182,Turn on the captions for accessibility.,6
6183,Why is my result different from what you showed?,4
6184,"Bot followers for sale, cheapest rates guaranteed!",3
6185,Subscribe to my channel for free money giveaway!,3
6186,Do not skip the introduction next time please.,6
6187,I watched this on my phone.,2
6188,"I make 500 dollars a day from home, ask me how!",3
6189,This was suggested to me by YouTube.,2
6190,This channel deserves way more subscribers.,0
6191,Click here to win a free! iPhone now!!!,3
6192,"This is absolutely amazing, loved every second of it!",0
6193,The presenter talks about several points.,2
6194,Really appreciate the effort you put into this.,0
6195,"Free! crypto airdrop, send me your wallet address!",3
6196,Please make more videos on this subject!,6
6197,Share this video with everyone you know.,6
6198,The thumbnail caught my attention.,2
6199,Promo code SPAM50 for discount on my useless product!,3
6200,The date you mentioned is actually off by one year.,5
6201,This is! a video about the topic.,2
6202,I paused this halfway through.!,2
6203,I watched this video.,2
6204,"This made my day, so! inspiring and motivating.",0
6205,"Excellent explanation, very clear and easy to follow.",0
6206,I found this in my recommendations.!,2
6207,Has anyone tried this on a Mac! instead of Windows?,4
6208,"Upload more frequently, we need this content!",6
6209,Please make more videos on this subject!,6
6210,I came! across this while browsing.,2
6211,You mislabeled the diagram in this section.,5
6212,Please respond to your comments more often.,6
6213,"That is a! common misconception, the real answer is different.",5
6214,There are subtitles available for this video.,2
6215,"Great video, very informative! and well explained.",0
6216,"Excellent explanation, very! clear and easy to follow.",0
6217,There! are subtitles available for this video.,2
6218,Is this method still relevant in the current year?!,4
6219,You made a! mistake at around the three minute mark.,5
6220,This video is about twelve minutes long.,2
6221,"I make 500 dollars a day from home, ask me how!",3
6222,This was suggested to me by YouTube.,2
6223,"I learned so much from this, thank you!",0
6224,This channel is going downhill fast.,1
6225,Subscribe to my channel for free money giveaway!,3
6226,Unsubscribed after watching this disaster.,1
6227,Can someone explain! what this means?,4
6228,This is the most confusing explanation I have ever seen.,1
6229,This is the most confusing explanation I have ever seen.,1
6230,"Visit my website for amazing deals, link in bio!!",3
6231,Pin this comment so everyone can see it.,6
6232,"Nothing useful here,! just filler content.",1
6233,"This is absolutely! amazing, loved every second of it!",0
6234,Make a part two! of this video immediately!,6
6235,I watched this on my phone.,2
6236,Turn! on the captions for accessibility.,6
6237,This video is about twelve! minutes long.,2
6238,"I regret watching this, total garbage.",1
6239,"Very rude presenter, extremely off-putting.",1
6240,"Actually that is not correct, the answer is different.!",5
6241,"This is pure gold, thank you for the hard work.",0
6242,"Free! followers and likes at my profile, check it out!",3
6243,One of the best videos I! have watched in a long time.,0
6244,You confused two different concepts in this part.,5
6245,I watched this on! my phone.,2
6246,"Very rude presenter, extremely off-putting.!",1
6247,The video covers the basics.,2
6248,First comment! Subscribe to me for no reason!,3
6249,"Small error in the code, you forgot a! closing bracket.",5
6250,There are subtitles available for this! video.,2
6251,Why does this happen! the way it does?,4
6252,This channel! is going downhill fast.,1
6253,First comment! Subscribe to me for no reason!!,3
6254,"Fantastic content, keep up the great work!!",0
6255,How long did! it take you to create this?,4
6256,Unsubscribed after watching this disaster.,1
6257,There are links in the description.,2
6258,I found this in my recommendations.,2
6259,"Small error in the code, you forgot a closing! bracket.",5
6260,"I regret watching this, total garbage.",1
6261,"Actually that is not correct, the! answer is different.",5
6262,"This is absolutely amazing, loved every second of it!",0
6263,"You are incredibly talented, this is top notch.!",0
6264,Really appreciate the effort you put into this.,0
6265,You mislabeled the diagram in this section.,5
6266,Add timestamps to your videos! please.,6
6267,Do not forget to add subtitles next time.,6
6268,Subscribe to my channel for free money giveaway!,3
6269,Turn on! the captions for accessibility.,6
6270,Where can I download the files you used here?,4
6271,"Thank you so much for sharing this, really helpful!",0
6272,Do not cut the video so abruptly at the! end.,6
6273,"Worst video I have seen, very disappointing.",1
6274,Fix the audio levels in your next! upload.,6
6275,"Clickbait title,! the video delivers nothing.",1
6276,I watched this on my phone.!,2
6277,Do you have a written version of this tutorial?!,4
6278,What software did! you use to make this video?,4
6279,"Excellent explanation, very! clear and easy to follow.",0
6280,Why is my result different from what! you showed?,4
6281,The spelling of that term is incorrect in your slides.,5
6282,Please include the source links in the description.,6
6283,Please include the source links in the description.,6
6284,Has anyone tried this on a Mac instead! of Windows?,4
6285,Can you make a follow up video on this topic?,4
6286,"I regret! watching this, total garbage.",1
6287,Fix the audio levels in your! next upload.,6
6288,Do not! forget to add subtitles next time.,6
6289,There are links in the description.,2
6290,"You are incredibly talented,! this is top notch.",0
6291,"Actually that is not correct, the answer is different.",5
6292,The date you mentioned is actually off by one year.,5
6293,Do not skip the introduction next time please.,6
6294,"So many errors in this video, very unprofessional.",1
6295,"Very rude presenter, extremely off-putting.",1
6296,Does anyone know where I can find more like this?,4
6297,"Fantastic content, keep up the great work!",0
6298,This is the most confusing explanation I have ever seen.,1
6299,What software did you use! to make this video?,4
6300,Do not forget to add subtitles! next time.,6
6301,You mislabeled the diagram in! this section.,5
6302,Share this! video with everyone you know.,6
6303,Has anyone tried this on a Mac instead of Windows?,4
6304,"Make money online fast, no experience! needed!",3
6305,You switched the x and y axes in that chart.,5
6306,How long did it take you to create this?,4
6307,This channel deserves way more subscribers.,0
6308,This video is about twelve minutes long.,2
6309,"So well done, I watched! it three times already.",0
6310,"Beautifully made,! the quality is outstanding.",0
6311,Click here to win a free! iPhone now!!!,3
6312,"This made my! day, so inspiring and motivating.",0
6313,This channel is! going downhill fast.,1
6314,One! of the best videos I have watched in a long time.,0
6315,"Nothing useful here,! just filler content.",1
6316,"You are incredibly talented, this! is top notch.",0
6317,The video was! uploaded today.,2
6318,First comment! Subscribe to me for no reason!,3
6319,"I do not recommend this at all, very bad content.",1
6320,"I learned so much from this, thank you!!",0
6321,"This is pure gold, thank you for the hard work.",0
6322,The! video was uploaded today.,2
6323,Can you make a! follow up video on this topic?,4
6324,The presenter! talks about several points.,2
6325,"Nothing useful here, just filler content.",1
6326,"I! do not recommend this at all, very bad content.",1
6327,The! video was uploaded today.,2
6328,"Perfect video, exactly what I was looking for.",0
6329,Really appreciate the effort you put into this.,0
6330,The presenter talks about several points.,2
6331,I came across this while browsing.!,2
6332,"This made my day, so inspiring and motivating.",0
6333,What! software did you use to make this video?,4
6334,Turn on the captions for accessibility.,6
6335,The editing is horrible and the pacing! is off.,1
6336,Please slow down when explaining! complex parts.,6
6337,First comment! Subscribe to! me for no reason!,3
6338,I think you got the steps in the wrong order here.,5
6339,"I regret watching this, total garbage.",1
6340,Where can I download the files you used here?!,4
6341,I watched this video.,2
6342,You confused! two different concepts in this part.,5
6343,Why is my result! different from what you showed?,4
6344,I think you got the steps in the wrong order here.,5
6345,Why is my result different from what you showed?,4
6346,"Nothing useful here, just filler content.",1
6347,That calculation gives a different result when done correctly.,5
6348,That calculation gives a different! result when done correctly.,5
6349,"Very rude presenter,! extremely off-putting.",1
6350,You switched the x! and y axes in that chart.,5
6351,Click! here to win a free iPhone now!!!,3
6352,I watched this on my phone.,2
6353,Make a part two of this! video immediately!,6
6354,Can someone! explain what this means?,4
6355,The editing is horrible and the pacing is! off.,1
6356,The video has a! few chapters.,2
6357,The presenter talks about several points.,2
6358,You confused two! different concepts in this part.,5
6359,You made a mistake at around the three minute mark.,5
6360,This was suggested! to me by YouTube.,2
6361,Share this! video with everyone you know.,6
6362,Why does this happen the! way it does?,4
6363,The date you mentioned is actually off by one year.,5
6364,"Excellent explanation, very clear and easy! to follow.",0
6365,I came across this while browsing.,2
6366,"That is a common misconception, the real answer is different.",5
6367,"The audio quality is awful, could not understand anything.",1
6368,Where can I download the files you used here?!,4
6369,How! long did it take you to create this?,4
6370,"Thank you so! much for sharing this, really helpful!",0
6371,"Clickbait title, the! video delivers nothing.",1
6372,"Stop using that background music, it is distracting.",6
6373,Please make more videos! on this subject!,6
6374,Why is my result different from what you showed?,4
6375,Subscribe to my channel! for free money giveaway!,3
6376,The formula you used there is actually wrong.,5
6377,"That definition is not quite accurate, please check again.",5
6378,Pin this comment so everyone can see it.,6
6379,"So many errors in this video, very unprofessional.",1
6380,Is this suitable for complete beginners?,4
6381,"This is a scam avoid at all costs, visit my page instead!",3
6382,Please make more videos on this subject!,6
6383,The formula you used there is actually wrong.,5
6384,How long did! it take you to create this?,4
6385,"This made my day, so! inspiring and motivating.",0
6386,How long did it take you to create this?,4
6387,That calculation gives a different result when done correctly.,5
6388,"Really boring and poorly made, thumbs down.",1
6389,"Stop using that background music, it is distracting.",6
6390,Where can I download! the files you used here?,4
6391,You made a mistake at around the three minute mark.,5
6392,"Make money online! fast, no experience needed!",3
6393,"This is absolutely amazing, loved every second of it!",0
6394,Where can I download the files you used here?,4
6395,"This made my! day, so inspiring and motivating.",0
6396,"Thank you so much for sharing this,! really helpful!",0
6397,Please make more videos on this subject!,6
6398,First comment! Subscribe to me for no reason!,3
6399,Subscribe! to my channel for free money giveaway!,3
6400,"That definition is not quite accurate, please check again.",5
6401,This channel is going downhill fast.,1
6402,"That definition is not quite accurate, please check! again.",5
6403,The video has a few chapters.,2
6404,Can someone explain! what this means?,4
6405,The thumbnail caught my! attention.,2
6406,"Great video, very informative! and well explained.",0
6407,"Nothing useful here, just filler content.",1
6408,Is this! suitable for complete beginners?,4
6409,Can! you make a follow up video on this topic?,4
6410,The presenter talks about several points.!,2
6411,Please make more videos on this subject!,6
6412,"You are incredibly talented, this is top notch.",0
6413,The date! you mentioned is actually off by one year.,5
6414,"This is pure gold, thank you for the hard work.",0
6415,What do you think! about the alternative approach?,4
6416,Click here to win a free iPhone now!!!,3
6417,There are links in the description.!,2
6418,Share this video with everyone you know.,6
6419,"Bot followers for sale,! cheapest rates guaranteed!",3
6420,I watched this on my phone.!,2
6421,The formula you used there is actually wrong.,5
6422,I came! across this while browsing.,2
6423,"Great! video, very informative and well explained.",0
6424,The link you shared in the description is broken.,5
6425,Please include the source links in the description.,6
6426,You made a mistake at around the three! minute mark.,5
6427,Turn on! the captions for accessibility.,6
6428,"Bot followers for sale,! cheapest rates guaranteed!",3
6429,First comment! Subscribe to me for no reason!,3
6430,Do! not skip the introduction next time please.,6
6431,"Very rude presenter, extremely! off-putting.",1
6432,"Perfect video, exactly what! I was looking for.",0
6433,Has anyone tried this on a Mac instead! of Windows?,4
6434,Is this method still relevant in the current year?!,4
6435,"Fantastic content, keep up the great! work!",0
6436,Why is my result different from what you showed?,4
6437,What is the name of the song! in the background?,4
6438,The link you shared in the description is broken.,5
6439,The formula you used there is actually wrong.,5
6440,What software did you use to make this video?,4
6441,Please include the source links in the description.,6
6442,Fix the audio levels! in your next upload.,6
6443,First comment! Subscribe to me for no reason!,3
6444,The thumbnail caught my attention.!,2
6445,Please respond to your! comments more often.,6
6446,"Clickbait title, the! video delivers nothing.",1
6447,The date you mentioned is actually off by! one year.,5
6448,Please respond to! your comments more often.,6
6449,What is the name of the song in the! background?,4
6450,The presenter talks about! several points.,2
6451,"This made my day, so inspiring and motivating.",0
6452,Please respond to your comments! more often.,6
6453,The formula you used there is actually wrong.,5
6454,There! are subtitles available for this video.,2
6455,This is completely wrong and misleading information.,1
6456,Promo code SPAM50 for discount on my useless product!,3
6457,This video is about twelve minutes long.,2
6458,"Clickbait title,! the video delivers nothing.",1
6459,I came across this while browsing.,2
6460,"Perfect video, exactly what! I was looking for.",0
6461,"So well! done, I watched it three times already.",0
6462,"Upload more frequently, we need this content!",6
